Phone Number,Email,Credit Score,Age Group,Family Background,Income,Intent,family_encoded,age_encoded
+91-4192692313,user408@test.com,476,26–35,Married,175028,0,0,1
+91-7366623714,user409@test.com,695,18–25,Married with Kids,921853,1,1,0
+91-6646957194,user410@test.com,744,26–35,Married,138575,1,0,1
+91-5707288467,user411@test.com,532,26–35,Single,627480,1,2,1
+91-9281820190,user412@test.com,375,51+,Married,735404,0,0,3
+91-9038709131,user413@test.com,564,26–35,Single,548484,1,2,1
+91-9149257139,user414@test.com,754,26–35,Married,705599,1,0,1
+91-4400332108,user415@test.com,683,36–50,Single,705069,1,2,2
+91-2329509171,user416@test.com,805,18–25,Single,660815,1,2,0
+91-7416572271,user417@test.com,666,26–35,Married,676469,1,0,1
+91-2880158031,user418@test.com,443,26–35,Single,715760,1,2,1
+91-4406079195,user419@test.com,368,18–25,Married,705507,1,0,0
+91-1623672448,user420@test.com,398,36–50,Married,219783,0,0,2
+91-1391215991,user421@test.com,695,51+,Married,261554,0,0,3
+91-6674970122,user422@test.com,324,51+,Single,279300,0,2,3
+91-7181139425,user423@test.com,768,26–35,Married,707553,1,0,1
+91-6256682473,user424@test.com,783,36–50,Married with Kids,150126,0,1,2
+91-2867504451,user425@test.com,450,51+,Single,906977,0,2,3
+91-3288608548,user426@test.com,443,51+,Married with Kids,155114,0,1,3
+91-1046163026,user427@test.com,338,51+,Married with Kids,455884,0,1,3
+91-8872346201,user428@test.com,408,51+,Married with Kids,306422,0,1,3
+91-1271438936,user429@test.com,341,51+,Married with Kids,813161,0,1,3
+91-7439410734,user430@test.com,485,26–35,Married,900322,1,0,1
+91-4694700689,user431@test.com,697,51+,Married with Kids,221284,0,1,3
+91-8869788486,user432@test.com,522,26–35,Single,414626,0,2,1
+91-2316655505,user433@test.com,432,18–25,Married with Kids,294469,0,1,0
+91-2309758598,user434@test.com,462,18–25,Married with Kids,242290,0,1,0
+91-1851722617,user435@test.com,514,36–50,Married with Kids,433735,0,1,2
+91-1362509851,user436@test.com,534,26–35,Married,712529,1,0,1
+91-2742692127,user437@test.com,308,36–50,Married with Kids,921154,0,1,2
+91-2054223272,user438@test.com,373,18–25,Married with Kids,935863,1,1,0
+91-7769008794,user439@test.com,791,18–25,Married with Kids,282615,1,1,0
+91-6629568039,user440@test.com,552,18–25,Single,404144,0,2,0
+91-3943990853,user441@test.com,529,18–25,Married,958407,1,0,0
+91-8022134711,user442@test.com,818,51+,Married,655209,1,0,3
+91-2484535078,user443@test.com,473,18–25,Married,985697,1,0,0
+91-6348002292,user444@test.com,467,51+,Single,450891,0,2,3
+91-3929113608,user445@test.com,469,51+,Married with Kids,261686,0,1,3
+91-9163103232,user446@test.com,692,36–50,Single,816549,1,2,2
+91-1126753369,user447@test.com,493,51+,Married,641889,0,0,3
+91-9695616673,user448@test.com,816,36–50,Married,717620,1,0,2
+91-1472639007,user449@test.com,328,51+,Married,485398,0,0,3
+91-4213001670,user450@test.com,464,51+,Single,826903,0,2,3
+91-2266374206,user451@test.com,721,18–25,Married,560828,1,0,0
+91-3802508139,user452@test.com,638,26–35,Married with Kids,481148,0,1,1
+91-2005650429,user453@test.com,795,51+,Single,859860,1,2,3
+91-6114093871,user454@test.com,664,26–35,Married with Kids,390144,1,1,1
+91-3653929103,user455@test.com,641,26–35,Married,230439,0,0,1
+91-4183197777,user456@test.com,799,26–35,Married,339691,1,0,1
+91-2073937121,user457@test.com,810,51+,Single,219277,0,2,3
+91-2215142908,user458@test.com,626,26–35,Married with Kids,392527,0,1,1
+91-4559704727,user459@test.com,516,51+,Single,242857,0,2,3
+91-9586789093,user460@test.com,600,18–25,Married with Kids,665198,1,1,0
+91-7488272328,user461@test.com,431,51+,Married,794388,0,0,3
+91-9395979911,user462@test.com,369,36–50,Single,780215,0,2,2
+91-6950533685,user463@test.com,551,18–25,Single,910713,1,2,0
+91-5243430426,user464@test.com,714,26–35,Married with Kids,475982,1,1,1
+91-7824624426,user465@test.com,744,26–35,Married,629129,1,0,1
+91-7044478783,user466@test.com,481,36–50,Married,197204,0,0,2
+91-4258114145,user467@test.com,466,18–25,Married with Kids,160155,0,1,0
+91-6958772793,user468@test.com,390,36–50,Married with Kids,418457,0,1,2
+91-3534052558,user469@test.com,830,26–35,Married with Kids,617953,1,1,1
+91-4342063606,user470@test.com,338,51+,Married with Kids,883877,0,1,3
+91-5795218970,user471@test.com,425,26–35,Married with Kids,885428,1,1,1
+91-6504705357,user472@test.com,750,36–50,Married,998120,1,0,2
+91-6273325698,user473@test.com,472,51+,Married,618985,0,0,3
+91-4646017321,user474@test.com,519,51+,Single,248515,0,2,3
+91-4967214620,user475@test.com,357,26–35,Married,525466,1,0,1
+91-4007204895,user476@test.com,775,51+,Married with Kids,232994,0,1,3
+91-5423814229,user477@test.com,755,18–25,Married,918408,1,0,0
+91-8671813176,user478@test.com,660,26–35,Married,767351,1,0,1
+91-7579631497,user479@test.com,300,26–35,Married,204405,0,0,1
+91-4256058045,user480@test.com,686,18–25,Single,678032,1,2,0
+91-9767239042,user481@test.com,647,26–35,Single,626761,1,2,1
+91-7202484654,user482@test.com,489,36–50,Married with Kids,763468,0,1,2
+91-4170278278,user483@test.com,804,36–50,Married with Kids,653003,1,1,2
+91-6839273237,user484@test.com,490,26–35,Single,344826,0,2,1
+91-6151572573,user485@test.com,807,18–25,Married,353856,1,0,0
+91-9611308584,user486@test.com,668,51+,Married,863707,1,0,3
+91-9608561492,user487@test.com,708,18–25,Single,619637,1,2,0
+91-5625615072,user488@test.com,416,36–50,Married with Kids,876796,0,1,2
+91-7223661316,user489@test.com,433,26–35,Married,525426,1,0,1
+91-1779141930,user490@test.com,357,18–25,Married with Kids,923749,1,1,0
+91-3593016069,user491@test.com,472,51+,Married,427660,0,0,3
+91-4494011905,user492@test.com,448,51+,Married with Kids,788722,0,1,3
+91-3130907479,user493@test.com,379,51+,Married,154604,0,0,3
+91-9460137293,user494@test.com,512,51+,Married with Kids,608410,0,1,3
+91-7460764063,user495@test.com,502,18–25,Married with Kids,104889,0,1,0
+91-3209919149,user496@test.com,528,51+,Married with Kids,844917,0,1,3
+91-6296120500,user497@test.com,526,36–50,Single,960180,0,2,2
+91-3900423664,user498@test.com,831,51+,Married with Kids,918403,1,1,3
+91-1593691956,user499@test.com,740,36–50,Single,674839,1,2,2
+91-9276717804,user500@test.com,701,18–25,Single,758561,1,2,0
+91-3535671034,user501@test.com,346,36–50,Married with Kids,337230,0,1,2
+91-9140000478,user502@test.com,532,18–25,Single,336139,0,2,0
+91-8224166219,user503@test.com,604,51+,Single,733245,0,2,3
+91-8295949570,user504@test.com,825,26–35,Single,189882,1,2,1
+91-1799672308,user505@test.com,442,36–50,Married,400102,0,0,2
+91-2648900482,user506@test.com,714,36–50,Married with Kids,834611,1,1,2
+91-5255268666,user507@test.com,812,26–35,Single,367825,1,2,1
+91-6454013923,user508@test.com,672,18–25,Married with Kids,201982,1,1,0
+91-8569626075,user509@test.com,558,18–25,Single,146870,0,2,0
+91-1254895455,user510@test.com,770,51+,Married with Kids,313328,0,1,3
+91-7302730473,user511@test.com,311,36–50,Single,953635,0,2,2
+91-3043545153,user512@test.com,629,18–25,Married,259224,0,0,0
+91-4426710545,user513@test.com,657,51+,Married,674349,1,0,3
+91-9272103422,user514@test.com,707,18–25,Married,288691,1,0,0
+91-8658376001,user515@test.com,672,26–35,Single,682523,1,2,1
+91-8649457184,user516@test.com,307,26–35,Married with Kids,924322,1,1,1
+91-1657810477,user517@test.com,421,26–35,Single,714361,1,2,1
+91-8777482470,user518@test.com,647,51+,Married,947833,0,0,3
+91-2062682887,user519@test.com,389,36–50,Single,635505,0,2,2
+91-4742355822,user520@test.com,615,26–35,Married with Kids,410495,0,1,1
+91-1729499652,user521@test.com,477,26–35,Married,920173,1,0,1
+91-4657536338,user522@test.com,839,18–25,Single,513870,1,2,0
+91-4319355073,user523@test.com,340,26–35,Married with Kids,292386,0,1,1
+91-3625172825,user524@test.com,801,36–50,Married,363552,0,0,2
+91-4651670009,user525@test.com,444,51+,Married with Kids,621817,0,1,3
+91-2420389151,user526@test.com,500,26–35,Married with Kids,667191,1,1,1
+91-6008078511,user527@test.com,760,51+,Married,839568,1,0,3
+91-5969451844,user528@test.com,846,51+,Single,207042,0,2,3
+91-9974487266,user529@test.com,552,36–50,Single,868013,0,2,2
+91-4974969509,user530@test.com,689,18–25,Single,756578,1,2,0
+91-8418423824,user531@test.com,555,18–25,Single,281644,0,2,0
+91-4307067394,user532@test.com,749,51+,Married with Kids,594897,1,1,3
+91-5839969789,user533@test.com,309,26–35,Single,484333,0,2,1
+91-7542818862,user534@test.com,541,51+,Single,733556,0,2,3
+91-9439521797,user535@test.com,550,18–25,Married with Kids,654393,1,1,0
+91-7473062376,user536@test.com,304,26–35,Married with Kids,169634,0,1,1
+91-6927424862,user537@test.com,418,18–25,Married,479570,0,0,0
+91-5971596604,user538@test.com,673,36–50,Married with Kids,238691,0,1,2
+91-6593877873,user539@test.com,364,18–25,Married,505155,1,0,0
+91-9448223400,user540@test.com,445,26–35,Married,118226,0,0,1
+91-7832225462,user541@test.com,523,26–35,Single,125322,0,2,1
+91-8116211053,user542@test.com,538,51+,Single,944647,0,2,3
+91-3602386520,user543@test.com,476,26–35,Single,791572,1,2,1
+91-1304545192,user544@test.com,581,36–50,Married with Kids,194835,0,1,2
+91-2845042460,user545@test.com,362,18–25,Married with Kids,355027,0,1,0
+91-4549932732,user546@test.com,516,51+,Single,173079,0,2,3
+91-6159548749,user547@test.com,760,51+,Single,123946,0,2,3
+91-5266899535,user548@test.com,404,26–35,Married with Kids,787100,1,1,1
+91-7736143316,user549@test.com,398,36–50,Married,997165,0,0,2
+91-5780916904,user550@test.com,810,51+,Married,107253,0,0,3
+91-4780291676,user551@test.com,684,36–50,Single,179311,0,2,2
+91-1668272524,user552@test.com,704,36–50,Single,919245,1,2,2
+91-6125603521,user553@test.com,817,18–25,Single,410509,1,2,0
+91-5755383743,user554@test.com,775,18–25,Married,691881,1,0,0
+91-1250188694,user555@test.com,736,18–25,Single,249485,1,2,0
+91-2866108032,user556@test.com,322,36–50,Married,326833,0,0,2
+91-6923496509,user557@test.com,757,18–25,Married with Kids,662773,1,1,0
+91-9545731943,user558@test.com,382,51+,Married with Kids,299304,0,1,3
+91-6109644459,user559@test.com,444,51+,Married with Kids,997936,0,1,3
+91-5065897559,user560@test.com,384,26–35,Single,902533,1,2,1
+91-4176690687,user561@test.com,377,36–50,Married with Kids,633119,0,1,2
+91-6068669392,user562@test.com,756,18–25,Married,577799,1,0,0
+91-1841745994,user563@test.com,300,51+,Married,414041,0,0,3
+91-2755442316,user564@test.com,350,36–50,Married,105004,0,0,2
+91-1726759030,user565@test.com,745,36–50,Single,408068,0,2,2
+91-2296800698,user566@test.com,748,18–25,Single,514725,1,2,0
+91-4348970534,user567@test.com,787,36–50,Married,137170,0,0,2
+91-6931462471,user568@test.com,333,18–25,Married,667843,1,0,0
+91-8810292249,user569@test.com,647,18–25,Married,507878,1,0,0
+91-6906495765,user570@test.com,394,18–25,Married,218115,0,0,0
+91-5576244117,user571@test.com,371,36–50,Married with Kids,990648,0,1,2
+91-8464827650,user572@test.com,850,36–50,Married,952362,1,0,2
+91-9495304625,user573@test.com,453,18–25,Single,278475,0,2,0
+91-1291991047,user574@test.com,549,36–50,Single,398509,0,2,2
+91-4909863624,user575@test.com,737,18–25,Single,424332,1,2,0
+91-5636678375,user576@test.com,417,26–35,Single,831420,1,2,1
+91-5784669395,user577@test.com,605,36–50,Single,460777,0,2,2
+91-7741267609,user578@test.com,567,36–50,Married,163471,0,0,2
+91-8012075223,user579@test.com,353,26–35,Married,510372,1,0,1
+91-7465752412,user580@test.com,535,26–35,Married with Kids,681575,1,1,1
+91-5374975205,user581@test.com,688,26–35,Married with Kids,494861,1,1,1
+91-5782803379,user582@test.com,700,18–25,Married with Kids,421220,1,1,0
+91-3497953055,user583@test.com,602,18–25,Married,587801,1,0,0
+91-8572470353,user584@test.com,506,51+,Married with Kids,740763,0,1,3
+91-8473485990,user585@test.com,528,26–35,Married,150151,0,0,1
+91-5485850574,user586@test.com,374,51+,Single,691672,0,2,3
+91-4819441834,user587@test.com,734,18–25,Married,462009,1,0,0
+91-6362671834,user588@test.com,402,36–50,Married,657829,0,0,2
+91-7691069110,user589@test.com,721,26–35,Single,172847,1,2,1
+91-6252561203,user590@test.com,605,36–50,Single,842459,0,2,2
+91-3590424391,user591@test.com,397,18–25,Single,311811,0,2,0
+91-4424352135,user592@test.com,634,26–35,Married with Kids,937387,1,1,1
+91-4462202603,user593@test.com,734,51+,Married with Kids,593570,1,1,3
+91-5551367504,user594@test.com,746,51+,Married with Kids,838027,1,1,3
+91-1846809973,user595@test.com,607,18–25,Single,523359,1,2,0
+91-8164964776,user596@test.com,548,36–50,Married with Kids,449924,0,1,2
+91-4692950088,user597@test.com,465,18–25,Single,792101,1,2,0
+91-8333766909,user598@test.com,780,36–50,Single,520114,1,2,2
+91-7908114788,user599@test.com,634,18–25,Single,617649,1,2,0
+91-9426335590,user600@test.com,841,51+,Married with Kids,199919,0,1,3
+91-4961144037,user601@test.com,405,36–50,Married with Kids,474998,0,1,2
+91-3430992116,user602@test.com,380,18–25,Single,316746,0,2,0
+91-1530485415,user603@test.com,432,26–35,Married with Kids,294020,0,1,1
+91-5811133569,user604@test.com,437,51+,Married,686056,0,0,3
+91-7394560155,user605@test.com,483,51+,Married with Kids,143262,0,1,3
+91-3660194648,user606@test.com,700,26–35,Single,498722,1,2,1
+91-9293053023,user607@test.com,629,18–25,Single,644893,1,2,0
+91-8387109911,user608@test.com,807,36–50,Single,702878,1,2,2
+91-5251295798,user609@test.com,368,51+,Married,390375,0,0,3
+91-8765570266,user610@test.com,845,18–25,Single,703685,1,2,0
+91-3434675488,user611@test.com,352,26–35,Single,177123,0,2,1
+91-2808302013,user612@test.com,749,36–50,Married with Kids,899947,1,1,2
+91-7942305514,user613@test.com,504,18–25,Married,449355,0,0,0
+91-8357107963,user614@test.com,425,18–25,Married with Kids,531838,1,1,0
+91-9126468235,user615@test.com,342,51+,Single,903032,0,2,3
+91-9354961980,user616@test.com,410,51+,Single,258964,0,2,3
+91-7037465423,user617@test.com,482,36–50,Married,955742,0,0,2
+91-9384357765,user618@test.com,394,18–25,Single,268767,0,2,0
+91-8176295312,user619@test.com,673,26–35,Married,759789,1,0,1
+91-7031256564,user620@test.com,819,26–35,Married with Kids,759966,1,1,1
+91-7948207021,user621@test.com,659,36–50,Married,497694,0,0,2
+91-4238037710,user622@test.com,580,18–25,Married with Kids,738668,1,1,0
+91-8447045575,user623@test.com,494,51+,Single,577032,0,2,3
+91-7862376580,user624@test.com,494,18–25,Married with Kids,795494,1,1,0
+91-9309169234,user625@test.com,392,51+,Married with Kids,563179,0,1,3
+91-6712191993,user626@test.com,360,26–35,Married with Kids,998212,1,1,1
+91-1738038577,user627@test.com,350,36–50,Married,256547,0,0,2
+91-5931347270,user628@test.com,702,36–50,Married with Kids,952609,1,1,2
+91-2922170976,user629@test.com,304,36–50,Married,777090,0,0,2
+91-4924680279,user630@test.com,765,51+,Married,252185,0,0,3
+91-8489654651,user631@test.com,833,26–35,Married,775371,1,0,1
+91-1578336286,user632@test.com,704,26–35,Single,155746,1,2,1
+91-9127295173,user633@test.com,812,36–50,Single,798213,1,2,2
+91-2758358046,user634@test.com,532,36–50,Single,971627,0,2,2
+91-1625042924,user635@test.com,823,51+,Married,923250,1,0,3
+91-8927018905,user636@test.com,645,51+,Single,268393,0,2,3
+91-2207530725,user637@test.com,345,18–25,Married with Kids,383453,0,1,0
+91-5389483051,user638@test.com,845,51+,Married,390320,0,0,3
+91-5991203846,user639@test.com,377,18–25,Single,693167,1,2,0
+91-9149823531,user640@test.com,372,36–50,Married,691880,0,0,2
+91-4204485365,user641@test.com,548,26–35,Single,446872,0,2,1
+91-4817466013,user642@test.com,346,51+,Married with Kids,320084,0,1,3
+91-6872260570,user643@test.com,420,26–35,Married,821782,1,0,1
+91-6080867864,user644@test.com,513,51+,Single,895016,0,2,3
+91-9051600966,user645@test.com,538,51+,Single,748843,0,2,3
+91-4801464030,user646@test.com,355,18–25,Married with Kids,455446,0,1,0
+91-5153165898,user647@test.com,649,51+,Married with Kids,643118,0,1,3
+91-7584530837,user648@test.com,406,36–50,Single,316897,0,2,2
+91-6437784372,user649@test.com,347,26–35,Single,876522,1,2,1
+91-2905729051,user650@test.com,636,51+,Married,963498,0,0,3
+91-5637423420,user651@test.com,325,26–35,Married,890023,1,0,1
+91-9613161264,user652@test.com,556,26–35,Single,193878,0,2,1
+91-6266759209,user653@test.com,307,26–35,Married with Kids,225407,0,1,1
+91-5379312724,user654@test.com,552,51+,Married,741157,0,0,3
+91-7116572831,user655@test.com,602,18–25,Single,357716,0,2,0
+91-7863785259,user656@test.com,355,26–35,Married with Kids,907827,1,1,1
+91-6697781408,user657@test.com,825,26–35,Married with Kids,116738,1,1,1
+91-7488581342,user658@test.com,773,51+,Single,233703,0,2,3
+91-6605109315,user659@test.com,327,51+,Single,773265,0,2,3
+91-3195608018,user660@test.com,377,36–50,Married,643344,0,0,2
+91-4775214053,user661@test.com,515,36–50,Single,865034,0,2,2
+91-8982695304,user662@test.com,685,18–25,Married,610241,1,0,0
+91-8352894365,user663@test.com,664,18–25,Married with Kids,483800,1,1,0
+91-8099791289,user664@test.com,825,18–25,Married,739604,1,0,0
+91-3442855319,user665@test.com,611,18–25,Single,790807,1,2,0
+91-4944534139,user666@test.com,306,26–35,Married,678706,1,0,1
+91-7068184806,user667@test.com,302,51+,Married with Kids,923622,0,1,3
+91-5782344712,user668@test.com,662,36–50,Married with Kids,126014,0,1,2
+91-9178093692,user669@test.com,807,26–35,Single,828359,1,2,1
+91-5389231018,user670@test.com,573,51+,Married,863277,0,0,3
+91-4824599482,user671@test.com,805,51+,Single,281350,0,2,3
+91-3467654750,user672@test.com,314,26–35,Single,888212,1,2,1
